"Nom de l'opérateur";"Millésime des données";"Filière";"CODE_REGION";"Catégorie de la consommation";"Code NAF à 2 positions du secteur (NAF rev2 2008)";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison";"Indice de qualité des données (en pourcent)";"Thermosensibilité dans le résidentiel (en kWh/degré-jour)";"Part de la consommation thermosensible dans le résidentiel (en pourcent)";"Nombre d'IRIS masqués"
"texte";"annee";"texte";"entier";"texte";"naf_division";"texte";"texte";"entier";"texte";"nombre";"nombre";"entier"
"n/a";"n/a";"n/a";"s/u";"n/a";"n/a";"n/a";"MWh";"s/u";"n/a";"s/u";"s/u";"s/u"
"OPERATEUR";"ANNEE";"FILIERE";"CODE_REGION";"CODE_CATEGORIE_CONSOMMATION";"CODE_SECTEUR_NAF2";"CODE_GRAND_SECTEUR";"CONSO";"PDL";"INDQUAL";"THERMOR";"PART";"NB_IRIS_MASQUES"
"GRDF";"2018";"G";"32";"ENT";"43";"I";"128420,05379";"117";;;;
"GRDF";"2018";"G";"32";"ENT";"02";"A";"640,09996";"1";;;;
"GRDF";"2018";"G";"32";"ENT";"85";"T";"517837,37571";"664";;;;
"GRDF";"2018";"G";"32";"ENT";"61";"T";"7787,02496";"18";;;;
"GRDF";"2018";"G";"32";"ENT";"37";"T";"41246,03816";"37";;;;
"GRDF";"2018";"G";"32";"ENT";"27";"I";"99942,52232";"26";;;;
"GRDF";"2018";"G";"32";"ENT";"30";"I";"24908,25698";"6";;;;
"GRDF";"2018";"G";"32";"ENT";"18";"I";"118831,20754";"22";;;;
"GRDF";"2018";"G";"32";"ENT";"28";"I";"174222,08597";"83";;;;
"GRDF";"2018";"G";"32";"ENT";"49";"T";"207753,54088";"64";;;;
"GRDF";"2018";"G";"32";"ENT";"93";"T";"16816,50792";"18";;;;
"GRDF";"2018";"G";"32";"ENT";"52";"T";"63359,41317";"70";;;;
"GRDF";"2018";"G";"32";"ENT";"45";"T";"80000,2341";"140";;;;
"GRDF";"2018";"G";"32";"ENT";"23";"I";"272464,67429";"40";;;;
"GRDF";"2018";"G";"32";"ENT";"01";"A";"73460,47507";"55";;;;
"GRDF";"2018";"G";"32";"ENT";"33";"T";"11011,73447";"19";;;;
"GRDF";"2018";"G";"32";"ENT";"81";"T";"41257,05653";"28";;;;
"GRDF";"2018";"G";"32";"ENT";"66";"T";"8193,70564";"8";;;;
"GRDF";"2018";"G";"32";"ENT";"26";"I";"8660,06964";"9";;;;
"GRDF";"2018";"G";"32";"ENT";"91";"T";"8346,80841";"9";;;;
"GRDF";"2018";"G";"32";"ENT";"38";"T";"136538,67034";"22";;;;
"GRDF";"2018";"G";"32";"ENT";"46";"T";"288634,35741";"194";;;;
"GRDF";"2018";"G";"32";"ENT";"84";"T";"564488,99791";"824";;;;
"GRDF";"2018";"G";"32";"ENT";"47";"T";"228789,51922";"278";;;;
"GRDF";"2018";"G";"32";"ENT";"82";"T";"36559,69614";"45";;;;
"GRDF";"2018";"G";"32";"ENT";"35";"I";"43827,304";"18";;;;
"GRDF";"2018";"G";"32";"ENT";"71";"T";"14895,67703";"14";;;;
"GRDF";"2018";"G";"32";"ENT";"59";"T";"1211,48453";"2";;;;
"GRDF";"2018";"G";"32";"ENT";"16";"I";"9442,69424";"8";;;;
"GRDF";"2018";"G";"32";"ENT";;"I";"3094143,37239";"270";;;;
"GRDF";"2018";"G";"32";"RES";;"R";"21710770,85939";"1376401";;;;
"GRDF";"2018";"G";"32";"ENT";"24";"I";"131226,17026";"44";;;;
"GRDF";"2018";"G";"32";"ENT";"10";"I";"1200264,76502";"141";;;;
"GRDF";"2018";"G";"32";"ENT";"21";"I";"100269,75223";"13";;;;
"GRDF";"2018";"G";"32";"ENT";"96";"T";"27685,2747";"21";;;;
"GRDF";"2018";"G";"32";"ENT";"17";"I";"129536,10172";"37";;;;
"GRDF";"2018";"G";"32";"ENT";"73";"T";"96,37019";"2";;;;
"GRDF";"2018";"G";"32";"ENT";"77";"T";"3500,50271";"9";;;;
"GRDF";"2018";"G";"32";"ENT";"94";"T";"54951,65262";"105";;;;
"GRDF";"2018";"G";"32";"ENT";"36";"T";"26339,92965";"12";;;;
"GRDF";"2018";"G";"32";"ENT";"90";"T";"1839,21142";"4";;;;
"GRDF";"2018";"G";"32";"ENT";"70";"T";"190997,87082";"182";;;;
"GRDF";"2018";"G";"32";"ENT";"22";"I";"260072,40125";"150";;;;
"GRDF";"2018";"G";"32";"ENT";"62";"T";"2630,29823";"5";;;;
"GRDF";"2018";"G";"32";"ENT";"74";"T";"295,84347";"1";;;;
"GRDF";"2018";"G";"32";"ENT";"64";"T";"154005,87501";"86";;;;
"GRDF";"2018";"G";"32";"ENT";"25";"I";"266006,67441";"140";;;;
"GRT Gaz";"2018";"G";"32";"ENT";"08";"I";"6771,513288";"2";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"10";"I";"8870689,106249";"27";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"11";"I";"179113,559648";"2";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"13";"I";"151603,997144";"2";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"17";"I";"1526097,792498";"8";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"20";"I";"1031561,276158";"21";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"21";"I";"82183,756132";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"22";"I";"166675,108553";"3";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"23";"I";"4723244,523673";"25";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"24";"I";"2860344,669585";"14";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"25";"I";"175857,373252";"3";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"27";"I";"273566,568052";"4";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"29";"I";"534216,251707";"9";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"30";"I";"27410,872892";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"35";"I";"11909877,064689";"17";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"38";"T";"3342,622025";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"45";"T";"184637,570546";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"46";"T";"3476,521437";"3";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"49";"T";"59256,488696";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"52";"T";"580287,468195";"5";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"55";"T";"376214,472602";"2";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"72";"T";"5050,01848";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"82";"T";"186216,393024";"1";;;;" 0"
"GRT Gaz";"2018";"G";"32";"ENT";"86";"T";"14853,617844";"3";;;;" 0"
"SICAE de la Somme et du Cambraisis";"2018";"G";"32";"ENT_PRO";;"I";"326140";"1";"0";;;" 0"
"SICAE de la Somme et du Cambraisis";"2018";"G";"32";"RES";;"R";"5135";"269";"0";;;" 0"
"Antargaz-Finagaz";"2018";"G";"44";"RES";;"R";"1670";"48";"0";;;" 0"
"Caléo";"2018";"G";"44";"ENT_PRO";;"A";"607";"27";"0";;;" 4"
"Caléo";"2018";"G";"44";"ENT_PRO";;"I";"102223";"88";"0";;;" 2"
"Caléo";"2018";"G";"44";"RES";;"R";"127801";"10835";"0";;;" 0"
"Caléo";"2018";"G";"44";"ENT_PRO";;"T";"65700";"799";"0";;;" 0"
"Caléo";"2018";"G";"44";"ENT_PRO";;"X";"952";"9";"0";;;" 1"
"Energis";"2018";"G";"44";"ENT_PRO";;"A";"63";"1";"0";;;" 0"
"Energis";"2018";"G";"44";"ENT_PRO";;"I";"210828";"120";"0";;;" 0"
"Energis";"2018";"G";"44";"RES";;"R";"73870";"5471";"0";;;" 0"
"Energis";"2018";"G";"44";"ENT_PRO";;"T";"41807";"523";"0";;;" 0"
"Energis";"2018";"G";"44";"ENT_PRO";;"X";"4039";"10";"0";;;" 0"
"GRDF";"2018";"G";"44";"PRO";;"I";"251117,83891";"3905";;;;
"GRDF";"2018";"G";"44";"ENT";;"X";"36482,60352";"279";;;;
"GRDF";"2018";"G";"44";"RES";;"R";"15395896,73401";"945693";;;;
"GRDF";"2018";"G";"44";"PRO";;"T";"1835334,57357";"34710";;;;
"GRDF";"2018";"G";"44";"ENT";;"A";"72903,81952";"10";;;;
"GRDF";"2018";"G";"44";"ENT";;"I";"2159926,454";"259";;;;
"GRDF";"2018";"G";"44";"ENT";"58";"T";"2835,57487";"3";;;;
"GRDF";"2018";"G";"44";"ENT";"65";"T";"2268,09377";"4";;;;
"GRDF";"2018";"G";"44";"ENT";"85";"T";"292382,76931";"414";;;;
"GRDF";"2018";"G";"44";"ENT";"42";"I";"12693,13028";"5";;;;
"GRDF";"2018";"G";"44";"ENT";"55";"T";"103343,74145";"137";;;;
"GRDF";"2018";"G";"44";"ENT";"24";"I";"276725,28913";"32";;;;
"GRDF";"2018";"G";"44";"ENT";"61";"T";"6071,67897";"14";;;;
"GRDF";"2018";"G";"44";"ENT";"63";"T";"365,62162";"1";;;;
"GRDF";"2018";"G";"44";"ENT";"11";"I";"265547,4021";"38";;;;
"GRDF";"2018";"G";"44";"ENT";"13";"I";"203026,48384";"33";;;;
"GRDF";"2018";"G";"44";"ENT";"10";"I";"303530,8624";"98";;;;
"GRDF";"2018";"G";"44";"ENT";"68";"T";"414994,48946";"505";;;;
"GRDF";"2018";"G";"44";"ENT";"21";"I";"26173,33501";"3";;;;
"GRDF";"2018";"G";"44";"ENT";"96";"T";"31865,53024";"26";;;;
"GRDF";"2018";"G";"44";"ENT";"41";"I";"11047,21219";"17";;;;
"GRDF";"2018";"G";"44";"ENT";"14";"I";"47121,76544";"11";;;;
"GRDF";"2018";"G";"44";"ENT";"08";"I";"43537,7706";"6";;;;
"GRDF";"2018";"G";"44";"ENT";"17";"I";"262647,46878";"25";;;;
"GRDF";"2018";"G";"44";"ENT";"86";"T";"289004,11905";"123";;;;
"GRDF";"2018";"G";"44";"ENT";"53";"T";"925,14692";"3";;;;
"GRDF";"2018";"G";"44";"ENT";"32";"I";"8074,82451";"9";;;;
"GRDF";"2018";"G";"44";"ENT";"15";"I";"37577,58562";"5";;;;
"GRDF";"2018";"G";"44";"ENT";"87";"T";"201347,58783";"259";;;;
"GRDF";"2018";"G";"44";"ENT";"72";"T";"19018,88045";"10";;;;
"GRDF";"2018";"G";"44";"ENT";"43";"I";"95303,06096";"115";;;;
"GRDF";"2018";"G";"44";"ENT";"37";"T";"5424,1818";"4";;;;
"GRDF";"2018";"G";"44";"ENT";"77";"T";"7896,59049";"8";;;;
"GRDF";"2018";"G";"44";"ENT";"27";"I";"112231,53776";"19";;;;
"GRDF";"2018";"G";"44";"ENT";"02";"A";"1561,16917";"5";;;;
"GRDF";"2018";"G";"44";"ENT";"36";"T";"857,10162";"2";;;;
"GRDF";"2018";"G";"44";"ENT";"92";"T";"484,84879";"1";;;;
"GRDF";"2018";"G";"44";"ENT";"30";"I";"5487,31434";"4";;;;
"GRDF";"2018";"G";"44";"ENT";"29";"I";"120958,42716";"33";;;;
"GRDF";"2018";"G";"44";"ENT";"31";"I";"12281,97929";"10";;;;
"GRDF";"2018";"G";"44";"ENT";"88";"T";"54207,42772";"83";;;;
"GRDF";"2018";"G";"44";"ENT";"18";"I";"34047,91877";"15";;;;
"GRDF";"2018";"G";"44";"ENT";"28";"I";"146777,57624";"75";;;;
"GRDF";"2018";"G";"44";"ENT";"49";"T";"46526,48639";"55";;;;
"GRDF";"2018";"G";"44";"ENT";"93";"T";"12926,88193";"17";;;;
"GRDF";"2018";"G";"44";"ENT";"90";"T";"8626,79227";"9";;;;
"GRDF";"2018";"G";"44";"ENT";"52";"T";"17594,51249";"26";;;;
"GRDF";"2018";"G";"44";"ENT";"70";"T";"152183,61188";"102";;;;
"GRDF";"2018";"G";"44";"ENT";"22";"I";"307887,05414";"169";;;;
"GRDF";"2018";"G";"44";"ENT";"45";"T";"65641,19675";"119";;;;
"GRDF";"2018";"G";"44";"ENT";"23";"I";"179695,68825";"24";;;;
"GRDF";"2018";"G";"44";"ENT";"62";"T";"1083,45784";"1";;;;
"GRDF";"2018";"G";"44";"ENT";"33";"T";"19785,8888";"26";;;;
"GRDF";"2018";"G";"44";"ENT";"66";"T";"10461,45082";"18";;;;
"GRDF";"2018";"G";"44";"ENT";"74";"T";"2183,22279";"3";;;;
"GRDF";"2018";"G";"44";"ENT";"26";"I";"9989,43367";"8";;;;
"GRDF";"2018";"G";"44";"ENT";"91";"T";"8282,03128";"9";;;;
"GRDF";"2018";"G";"44";"ENT";"38";"T";"50506,69922";"11";;;;
"GRDF";"2018";"G";"44";"ENT";"46";"T";"154067,40823";"131";;;;
"GRDF";"2018";"G";"44";"ENT";"64";"T";"137641,48352";"87";;;;
"GRDF";"2018";"G";"44";"ENT";"82";"T";"20728,37584";"19";;;;
"GRDF";"2018";"G";"44";"ENT";"25";"I";"428821,67545";"173";;;;
"GRDF";"2018";"G";"44";"ENT";"71";"T";"4097,23411";"6";;;;
"GRDF";"2018";"G";"44";"ENT";"59";"T";"1016,61193";"2";;;;
"GRDF";"2018";"G";"44";"ENT";"16";"I";"80165,55641";"18";;;;
"GRDF";"2018";"G";"44";"ENT";;"T";"1421528,16461";"956";;;;
"GRDF";"2018";"G";"44";"PRO";;"A";"30041,91854";"724";;;;
"GRDF";"2018";"G";"44";"ENT";"56";"T";"11240,63364";"33";;;;
"GRDF";"2018";"G";"44";"ENT";"20";"I";"448444,54458";"31";;;;
"GRDF";"2018";"G";"44";"ENT";"75";"T";"864,53947";"2";;;;
"GRDF";"2018";"G";"44";"ENT";"73";"T";"127,73692";"1";;;;
"GRDF";"2018";"G";"44";"ENT";"69";"T";"9487,62099";"20";;;;
"GRDF";"2018";"G";"44";"ENT";"94";"T";"31331,09471";"54";;;;
"GRDF";"2018";"G";"44";"ENT";"01";"A";"28652,18572";"43";;;;
"GRDF";"2018";"G";"44";"ENT";"81";"T";"60994,87704";"76";;;;
"GRDF";"2018";"G";"44";"ENT";"84";"T";"767139,95638";"928";;;;
"GRDF";"2018";"G";"44";"ENT";"47";"T";"124967,4069";"186";;;;
"GRDF";"2018";"G";"44";"ENT";"35";"I";"116561,10676";"30";;;;
"GRDF";"2018";"G";"44";"ENT";"79";"T";"219,29345";"1";;;;
"GRT Gaz";"2018";"G";"44";"ENT";"01";"A";"3326,009082";"1";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"10";"I";"4836871,483169";"20";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"11";"I";"21894,396117";"2";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"13";"I";"12790,721024";"1";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"16";"I";"41430,847409";"2";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"17";"I";"2166935,539085";"15";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"20";"I";"9256049,258451";"16";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"21";"I";"95323,882489";"1";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"22";"I";"173964,155799";"3";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"23";"I";"2446640,409258";"22";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"24";"I";"3424091,714896";"16";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"25";"I";"102311,284214";"2";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"27";"I";"22122,236627";"1";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"28";"I";"133348,790592";"5";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"29";"I";"616787,460955";"6";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"35";"I";"13188784,481982";"16";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"46";"T";"52587,097292";"6";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"71";"T";"112231,120255";"1";;;;" 0"
"GRT Gaz";"2018";"G";"44";"ENT";"86";"T";"21093,310452";"3";;;;" 0"
"Réseau GDS";"2018";"G";"44";"ENT_PRO";;"A";"8539";"8";"0";;;" 0"
"Réseau GDS";"2018";"G";"44";"ENT_PRO";;"I";"1745017";"273";;;;" 0"
"Réseau GDS";"2018";"G";"44";"RES";;"R";"1771327";"107343";;;;" 4"
"Réseau GDS";"2018";"G";"44";"ENT_PRO";;"T";"1108300";"1281";;;;" 1"
"Réseau GDS";"2018";"G";"44";"ENT_PRO";;"X";"5582";"12";"0";;;" 1"
"Veolia eau";"2018";"G";"44";"ENT_PRO";;"I";"34926";"36";"0";;;" 1"
"Veolia eau";"2018";"G";"44";"RES";;"R";"82521";"7876";"0";;;" 0"
"Veolia eau";"2018";"G";"44";"ENT_PRO";;"T";"188138";"322";"0";;;" 0"
"Vialis SAEM";"2018";"G";"44";"ENT_PRO";;"A";"1620,737";"2";"0,95";;;" 0"
"Vialis SAEM";"2018";"G";"44";"ENT_PRO";;"I";"118220,262";"21";"0,95";;;" 0"
"Vialis SAEM";"2018";"G";"44";"RES";;"R";"427485,423";"30676";"0,95";;;" 0"
"Vialis SAEM";"2018";"G";"44";"ENT_PRO";;"T";"120157,125";"78";"0,95";;;" 0"
"Vialis SAEM";"2018";"G";"44";"ENT_PRO";;"X";"106804,883";"71";"0,95";;;" 0"
"GRDF";"2018";"G";"52";"RES";;"R";"7038440,20733";"590093";;;;
"GRDF";"2018";"G";"52";"ENT";;"T";"1413665,96997";"443";;;;
"GRDF";"2018";"G";"52";"PRO";;"T";"1101397,27493";"21463";;;;
"GRDF";"2018";"G";"52";"ENT";;"A";"276974,89121";"40";;;;
"GRDF";"2018";"G";"52";"ENT";"58";"T";"2568,97151";"4";;;;
"GRDF";"2018";"G";"52";"ENT";"85";"T";"231927,48866";"375";;;;
"GRDF";"2018";"G";"52";"ENT";"42";"I";"6781,52793";"3";;;;
"GRDF";"2018";"G";"52";"ENT";"55";"T";"33810,32781";"71";;;;
"GRDF";"2018";"G";"52";"ENT";"24";"I";"43970,05785";"19";;;;
"GRDF";"2018";"G";"52";"ENT";"56";"T";"5908,08393";"18";;;;
"GRDF";"2018";"G";"52";"ENT";"20";"I";"25701,40166";"12";;;;
"GRDF";"2018";"G";"52";"ENT";"51";"T";"394,16599";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"29";"I";"149480,80378";"37";;;;
"GRDF";"2018";"G";"52";"ENT";"61";"T";"6664,00775";"13";;;;
"GRDF";"2018";"G";"52";"ENT";"80";"T";"178,7801";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"11";"I";"11503,01831";"7";;;;
"GRDF";"2018";"G";"52";"ENT";"10";"I";"1142908,47606";"132";;;;
"GRDF";"2018";"G";"52";"ENT";"68";"T";"252171,63769";"363";;;;
"GRDF";"2018";"G";"52";"ENT";"14";"I";"2018,4002";"5";;;;
"GRDF";"2018";"G";"52";"ENT";"78";"T";"416,9257";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"08";"I";"5197,34589";"3";;;;
"GRDF";"2018";"G";"52";"ENT";"88";"T";"38662,94983";"75";;;;
"GRDF";"2018";"G";"52";"ENT";"86";"T";"147532,02056";"86";;;;
"GRDF";"2018";"G";"52";"ENT";"32";"I";"8631,42129";"8";;;;
"GRDF";"2018";"G";"52";"ENT";"15";"I";"5528,22899";"9";;;;
"GRDF";"2018";"G";"52";"ENT";"87";"T";"118670,36449";"194";;;;
"GRDF";"2018";"G";"52";"ENT";"72";"T";"11235,86974";"11";;;;
"GRDF";"2018";"G";"52";"ENT";"43";"I";"25929,56409";"29";;;;
"GRDF";"2018";"G";"52";"ENT";"37";"T";"618,25845";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"77";"T";"597,15164";"3";;;;
"GRDF";"2018";"G";"52";"ENT";"27";"I";"19286,20122";"18";;;;
"GRDF";"2018";"G";"52";"ENT";"12";"I";"10,861";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"94";"T";"35672,86987";"68";;;;
"GRDF";"2018";"G";"52";"ENT";"30";"I";"95137,63701";"22";;;;
"GRDF";"2018";"G";"52";"ENT";"31";"I";"20958,92265";"19";;;;
"GRDF";"2018";"G";"52";"ENT";"21";"I";"27197,93553";"8";;;;
"GRDF";"2018";"G";"52";"ENT";"17";"I";"172882,1181";"16";;;;
"GRDF";"2018";"G";"52";"ENT";"36";"T";"3421,20729";"2";;;;
"GRDF";"2018";"G";"52";"ENT";"18";"I";"15053,55022";"9";;;;
"GRDF";"2018";"G";"52";"ENT";"28";"I";"82062,63155";"40";;;;
"GRDF";"2018";"G";"52";"ENT";"93";"T";"15463,36624";"12";;;;
"GRDF";"2018";"G";"52";"ENT";"90";"T";"1746,50865";"2";;;;
"GRDF";"2018";"G";"52";"ENT";"70";"T";"211912,22785";"89";;;;
"GRDF";"2018";"G";"52";"ENT";"23";"I";"133990,15189";"24";;;;
"GRDF";"2018";"G";"52";"ENT";"01";"A";"93449,46655";"95";;;;
"GRDF";"2018";"G";"52";"ENT";"62";"T";"357,18295";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"81";"T";"16801,92299";"28";;;;
"GRDF";"2018";"G";"52";"ENT";"66";"T";"4827,95143";"8";;;;
"GRDF";"2018";"G";"52";"ENT";"26";"I";"21250,49273";"14";;;;
"GRDF";"2018";"G";"52";"ENT";"38";"T";"153784,36604";"8";;;;
"GRDF";"2018";"G";"52";"ENT";"84";"T";"427340,86095";"666";;;;
"GRDF";"2018";"G";"52";"ENT";"47";"T";"61315,75967";"121";;;;
"GRDF";"2018";"G";"52";"ENT";"64";"T";"96279,48739";"55";;;;
"GRDF";"2018";"G";"52";"ENT";"82";"T";"21462,53337";"17";;;;
"GRDF";"2018";"G";"52";"ENT";"35";"I";"15507,83096";"16";;;;
"GRDF";"2018";"G";"52";"ENT";"71";"T";"7991,73792";"7";;;;
"GRDF";"2018";"G";"52";"ENT";"79";"T";"507,10518";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"59";"T";"316,62846";"1";;;;
"GRDF";"2018";"G";"52";"ENT";;"I";"1170994,65767";"153";;;;
"GRDF";"2018";"G";"52";"PRO";;"I";"154588,26853";"2484";;;;
"GRDF";"2018";"G";"52";"ENT";;"X";"10761,20271";"153";;;;
"GRDF";"2018";"G";"52";"PRO";;"A";"9663,29923";"123";;;;
"GRDF";"2018";"G";"52";"ENT";"65";"T";"8742,0573";"15";;;;
"GRDF";"2018";"G";"52";"ENT";"63";"T";"426,20435";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"13";"I";"98597,82408";"11";;;;
"GRDF";"2018";"G";"52";"ENT";"96";"T";"21685,88416";"24";;;;
"GRDF";"2018";"G";"52";"ENT";"41";"I";"2386,35339";"10";;;;
"GRDF";"2018";"G";"52";"ENT";"69";"T";"154,44078";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"49";"T";"87191,30788";"23";;;;
"GRDF";"2018";"G";"52";"ENT";"52";"T";"9243,1827";"15";;;;
"GRDF";"2018";"G";"52";"ENT";"22";"I";"242042,89499";"196";;;;
"GRDF";"2018";"G";"52";"ENT";"45";"T";"26845,78362";"49";;;;
"GRDF";"2018";"G";"52";"ENT";"33";"T";"4697,59791";"9";;;;
"GRDF";"2018";"G";"52";"ENT";"95";"T";"148,62369";"1";;;;
"GRDF";"2018";"G";"52";"ENT";"91";"T";"3831,63123";"6";;;;
"GRDF";"2018";"G";"52";"ENT";"46";"T";"347664,42207";"106";;;;
"GRDF";"2018";"G";"52";"ENT";"25";"I";"236336,50844";"117";;;;
"GRDF";"2018";"G";"52";"ENT";"16";"I";"10768,37347";"14";;;;
"GRT Gaz";"2018";"G";"52";"ENT";"10";"I";"647868,702546";"14";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"12";"I";"157471,527004";"2";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"17";"I";"345145,328501";"3";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"19";"I";"1532520,99071";"1";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"22";"I";"211976,585422";"3";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"23";"I";"138497,022702";"4";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"24";"I";"253858,535383";"3";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"27";"I";"3204,950931";"1";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"30";"I";"65118,244742";"1";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"35";"I";"1790186,85166";"7";;;;" 0"
"GRT Gaz";"2018";"G";"52";"ENT";"46";"T";"11582,027882";"6";;;;" 0"
"Sorégies";"2018";"G";"52";"ENT_PRO";;"A";"1091";"1";"0";;;" 0"
"Sorégies";"2018";"G";"52";"ENT_PRO";;"I";"80497";"32";"0";;;" 2"
"Sorégies";"2018";"G";"52";"RES";;"R";"54546";"1865";"0";;;"17"
"Sorégies";"2018";"G";"52";"ENT_PRO";;"T";"21186";"280";"0";;;" 1"
"Antargaz-Finagaz";"2018";"G";"53";"RES";;"R";"3636";"2";"0";;;" 0"
"GRDF";"2018";"G";"53";"ENT";;"I";"985236,6298";"134";;;;
"GRDF";"2018";"G";"53";"PRO";;"A";"4282,47434";"58";;;;
"GRDF";"2018";"G";"53";"ENT";;"X";"54348,04475";"137";;;;
"GRDF";"2018";"G";"53";"PRO";;"T";"964351,28229";"18045";;;;
"GRDF";"2018";"G";"53";"PRO";;"I";"89591,31152";"1461";;;;
"GRDF";"2018";"G";"53";"RES";;"R";"5383732,27512";"485442";;;;
"GRDF";"2018";"G";"53";"ENT";;"A";"590968,59386";"72";;;;
"GRDF";"2018";"G";"53";"ENT";"58";"T";"4958,33884";"2";;;;
"GRDF";"2018";"G";"53";"ENT";"65";"T";"6456,98672";"12";;;;
"GRDF";"2018";"G";"53";"ENT";"85";"T";"165225,24743";"246";;;;
"GRDF";"2018";"G";"53";"ENT";"42";"I";"14204,60623";"2";;;;
"GRDF";"2018";"G";"53";"ENT";"55";"T";"34480,26322";"72";;;;
"GRDF";"2018";"G";"53";"ENT";"56";"T";"4900,4506";"14";;;;
"GRDF";"2018";"G";"53";"ENT";"20";"I";"120351,46711";"16";;;;
"GRDF";"2018";"G";"53";"ENT";"51";"T";"1526,71397";"1";;;;
"GRDF";"2018";"G";"53";"ENT";"29";"I";"15922,34279";"13";;;;
"GRDF";"2018";"G";"53";"ENT";"31";"I";"5494,99644";"7";;;;
"GRDF";"2018";"G";"53";"ENT";"13";"I";"142,22386";"1";;;;
"GRDF";"2018";"G";"53";"ENT";"10";"I";"1507184,05024";"175";;;;
"GRDF";"2018";"G";"53";"ENT";"68";"T";"93426,96387";"147";;;;
"GRDF";"2018";"G";"53";"ENT";"21";"I";"43545,46515";"5";;;;
"GRDF";"2018";"G";"53";"ENT";"96";"T";"22040,30212";"18";;;;
"GRDF";"2018";"G";"53";"ENT";"41";"I";"4070,54915";"10";;;;
"GRDF";"2018";"G";"53";"ENT";"14";"I";"5123,14827";"6";;;;
"GRDF";"2018";"G";"53";"ENT";"86";"T";"216778,03478";"92";;;;
"GRDF";"2018";"G";"53";"ENT";"32";"I";"18475,94251";"9";;;;
"GRDF";"2018";"G";"53";"ENT";"69";"T";"1860,90014";"2";;;;
